"","name","Rank","year","value","lastYear"
"2508","Czechia",2,1976,13.62,13.62
"2509","Italy",2,1976,17.6,17.6
"2510","Lithuania",2,1976,0,0
"2511","Luxembourg",2,1976,19.03,19.03
"2512","Spain",2,1976,17.93,17.93
"2513","United States of America",2,1976,10.18,10.18
"2514","Belgium",3,1976,13.6,13.6
"2515","Saint Lucia",3,1976,8.88,8.88
"2516","Argentina",4,1976,17.28,17.28
"2517","Bahamas",4,1976,14.94,14.94
"2518","Germany",4,1976,17.23,17.23
"2519","Bulgaria",5,1976,10.86,10.86
"2520","Romania",5,1976,9.44,9.44
"2521","Gabon",6,1976,14.57,14.57
"2522","Republic of Korea",6,1976,16.01,16.01
"2523","Slovakia",6,1976,13.66,13.66
"2524","Switzerland",6,1976,13.96,13.96
"2525","Bosnia and Herzegovina",7,1976,0,0
"2526","Cyprus",7,1976,4.75,4.75
"2527","Rwanda",7,1976,7.14,7.14
"2528","Seychelles",7,1976,3.54,3.54
"2529","Latvia",8,1976,0,0
"2530","Uganda",8,1976,12.2,12.2
"2531","Chile",9,1976,9.69,9.69
"2532","Russian Federation",10,1976,7.68,7.68
"2533","Andorra",11,1976,0,0
"2534","Australia",11,1976,13.41,13.41
"2535","Equatorial Guinea",11,1976,0,0
"2536","Poland",11,1976,9.45,9.45
"2537","Denmark",12,1976,11.84,11.84
"2538","Uruguay",12,1976,5.96,5.96
"2539","New Zealand",13,1976,13.2,13.2
"2540","United Arab Emirates",13,1976,9.17,9.17
"2541","Greece",14,1976,11.01,11.01
"2542","Kazakhstan",14,1976,0,0
"2543","Niue",14,1976,0,0
"2544","Paraguay",14,1976,4.84,4.84
"2545","Zambia",16,1976,6.66,6.66
"2546","United Kingdom of Great Britain and Northern Ireland",17,1976,10.81,10.81
"2547","Nigeria",18,1976,7.47,7.47
"2548","South Africa",18,1976,7.87,7.87
"2549","Haiti",19,1976,6.36,6.36
"2550","Sao Tome and Principe",19,1976,4.83,4.83
"2551","Burundi",20,1976,8.56,8.56
"2552","Eswatini",20,1976,11.51,11.51
"2553","Netherlands",20,1976,10.53,10.53
"2554","Dominica",21,1976,0,0
"2555","Grenada",21,1976,0,0
"2556","Canada",22,1976,9.92,9.92
"2557","Saint Kitts and Nevis",24,1976,3.12,3.12
"2558","Serbia",24,1976,0,0
"2559","Guyana",25,1976,4.48,4.48
"2560","Peru",25,1976,6.8,6.8
"2561","Austria",1,1975,14.1,14.1
"2562","Croatia",1,1975,0,0
"2563","Estonia",1,1975,0,0
"2564","France",1,1975,21.12,21.12
"2565","Hungary",1,1975,13.79,13.79
"2566","Ireland",1,1975,13.84,13.84
"2567","Portugal",1,1975,19.55,19.55
"2568","Republic of Moldova",1,1975,0,0
"2569","Slovenia",1,1975,0,0
"2570","Belarus",2,1975,0,0
"2571","Cook Islands",2,1975,0,0
"2572","Czechia",2,1975,13.33,13.33
"2573","Italy",2,1975,18.32,18.32
"2574","Lithuania",2,1975,0,0
"2575","Luxembourg",2,1975,18.98,18.98
"2576","Spain",2,1975,18.53,18.53
"2577","United States of America",2,1975,10.18,10.18
"2578","Belgium",3,1975,13.46,13.46
"2579","Saint Lucia",3,1975,8.61,8.61
"2580","Argentina",4,1975,17.53,17.53
"2581","Bahamas",4,1975,13.56,13.56
"2582","Germany",4,1975,16.84,16.84
"2583","Bulgaria",5,1975,10.15,10.15
"2584","Romania",5,1975,9.68,9.68
"2585","Gabon",6,1975,10.61,10.61
"2586","Republic of Korea",6,1975,15.17,15.17
"2587","Slovakia",6,1975,14.7,14.7
"2588","Switzerland",6,1975,14.28,14.28
"2589","Bosnia and Herzegovina",7,1975,0,0
"2590","Cyprus",7,1975,4.67,4.67
"2591","Rwanda",7,1975,6.79,6.79
"2592","Seychelles",7,1975,3.52,3.52
"2593","Latvia",8,1975,0,0
"2594","Uganda",8,1975,12.25,12.25
"2595","Chile",9,1975,8.6,8.6
"2596","Russian Federation",10,1975,7.68,7.68
"2597","Andorra",11,1975,0,0
"2598","Australia",11,1975,13.21,13.21
"2599","Equatorial Guinea",11,1975,0,0
"2600","Poland",11,1975,8.62,8.62
"2601","Denmark",12,1975,11.47,11.47
"2602","Uruguay",12,1975,6.85,6.85
"2603","New Zealand",13,1975,13.23,13.23
"2604","United Arab Emirates",13,1975,9.94,9.94
"2605","Greece",14,1975,10.88,10.88
"2606","Kazakhstan",14,1975,0,0
"2607","Niue",14,1975,0,0
"2608","Paraguay",14,1975,5.97,5.97
"2609","Zambia",16,1975,6.82,6.82
"2610","United Kingdom of Great Britain and Northern Ireland",17,1975,10.4,10.4
"2611","Nigeria",18,1975,7.04,7.04
"2612","South Africa",18,1975,8.37,8.37
"2613","Haiti",19,1975,6.34,6.34
"2614","Sao Tome and Principe",19,1975,4.97,4.97
"2615","Burundi",20,1975,8.49,8.49
"2616","Eswatini",20,1975,12.1,12.1
"2617","Netherlands",20,1975,11.41,11.41
"2618","Dominica",21,1975,0,0
"2619","Grenada",21,1975,0,0
"2620","Canada",22,1975,9.76,9.76
"2621","Saint Kitts and Nevis",24,1975,3.4,3.4
"2622","Serbia",24,1975,0,0
"2623","Guyana",25,1975,3.55,3.55
"2624","Peru",25,1975,6.58,6.58
"2625","Austria",1,1974,14.5,14.5
"2626","Croatia",1,1974,0,0
"2627","Estonia",1,1974,0,0
"2628","France",1,1974,21.15,21.15
"2629","Hungary",1,1974,12.86,12.86
"2630","Ireland",1,1974,13.67,13.67
"2631","Portugal",1,1974,18.34,18.34
"2632","Republic of Moldova",1,1974,0,0
"2633","Slovenia",1,1974,0,0
"2634","Belarus",2,1974,0,0
"2635","Cook Islands",2,1974,0,0
"2636","Czechia",2,1974,13.11,13.11
"2637","Italy",2,1974,19.65,19.65
"2638","Lithuania",2,1974,0,0
"2639","Luxembourg",2,1974,18.54,18.54
"2640","Spain",2,1974,18.38,18.38
"2641","United States of America",2,1974,10.11,10.11
"2642","Belgium",3,1974,13.35,13.35
"2643","Saint Lucia",3,1974,8.45,8.45
"2644","Argentina",4,1974,16.1,16.1
"2645","Bahamas",4,1974,15.28,15.28
"2646","Germany",4,1974,15.92,15.92
"2647","Bulgaria",5,1974,10.22,10.22
"2648","Romania",5,1974,10.34,10.34
"2649","Gabon",6,1974,7.33,7.33
"2650","Republic of Korea",6,1974,16.58,16.58
"2651","Slovakia",6,1974,13.51,13.51
"2652","Switzerland",6,1974,15.24,15.24
"2653","Bosnia and Herzegovina",7,1974,0,0
"2654","Cyprus",7,1974,4.27,4.27
"2655","Rwanda",7,1974,6.7,6.7
"2656","Seychelles",7,1974,3.71,3.71
"2657","Latvia",8,1974,0,0
"2658","Uganda",8,1974,12.97,12.97
"2659","Chile",9,1974,9.99,9.99
"2660","Russian Federation",10,1974,7.54,7.54
"2661","Andorra",11,1974,0,0
"2662","Australia",11,1974,13.46,13.46
"2663","Equatorial Guinea",11,1974,0,0
"2664","Poland",11,1974,9.01,9.01
"2665","Denmark",12,1974,10.68,10.68
"2666","Uruguay",12,1974,6.87,6.87
"2667","New Zealand",13,1974,12.98,12.98
"2668","United Arab Emirates",13,1974,11.57,11.57
"2669","Greece",14,1974,10.88,10.88
"2670","Kazakhstan",14,1974,0,0
"2671","Niue",14,1974,0,0
"2672","Paraguay",14,1974,5.48,5.48
"2673","Zambia",16,1974,7.6,7.6
"2674","United Kingdom of Great Britain and Northern Ireland",17,1974,10.39,10.39
"2675","Nigeria",18,1974,6.77,6.77
"2676","South Africa",18,1974,8.65,8.65
"2677","Haiti",19,1974,6.32,6.32
"2678","Sao Tome and Principe",19,1974,6.02,6.02
"2679","Burundi",20,1974,8.22,8.22
"2680","Eswatini",20,1974,11.22,11.22
"2681","Netherlands",20,1974,10.34,10.34
"2682","Dominica",21,1974,0,0
"2683","Grenada",21,1974,0,0
"2684","Canada",22,1974,9.33,9.33
"2685","Saint Kitts and Nevis",24,1974,2.98,2.98
"2686","Serbia",24,1974,0,0
"2687","Guyana",25,1974,3.58,3.58
"2688","Peru",25,1974,6.49,6.49
"2689","Austria",1,1973,14.6,14.6
"2690","Croatia",1,1973,0,0
"2691","Estonia",1,1973,0,0
"2692","France",1,1973,21.4,21.4
"2693","Hungary",1,1973,12.82,12.82
"2694","Ireland",1,1973,13.11,13.11
"2695","Portugal",1,1973,19.06,19.06
"2696","Republic of Moldova",1,1973,0,0
"2697","Slovenia",1,1973,0,0
"2698","Belarus",2,1973,0,0
"2699","Cook Islands",2,1973,0,0
"2700","Czechia",2,1973,12.95,12.95
"2701","Italy",2,1973,19.89,19.89
"2702","Lithuania",2,1973,0,0
"2703","Luxembourg",2,1973,19.07,19.07
"2704","Spain",2,1973,17.98,17.98
"2705","United States of America",2,1973,9.88,9.88
"2706","Belgium",3,1973,13.81,13.81
"2707","Saint Lucia",3,1973,10.13,10.13
"2708","Argentina",4,1973,15.02,15.02
"2709","Bahamas",4,1973,16.44,16.44
"2710","Germany",4,1973,16.74,16.74
"2711","Bulgaria",5,1973,10.14,10.14
"2712","Romania",5,1973,10.21,10.21
"2713","Gabon",6,1973,6.25,6.25
"2714","Republic of Korea",6,1973,16.83,16.83
"2715","Slovakia",6,1973,13.68,13.68
"2716","Switzerland",6,1973,15.63,15.63
"2717","Bosnia and Herzegovina",7,1973,0,0
"2718","Cyprus",7,1973,5.27,5.27
"2719","Rwanda",7,1973,7.26,7.26
"2720","Seychelles",7,1973,3.73,3.73
"2721","Latvia",8,1973,0,0
"2722","Uganda",8,1973,12.96,12.96
"2723","Chile",9,1973,11.1,11.1
"2724","Russian Federation",10,1973,8.05,8.05
"2725","Andorra",11,1973,0,0
"2726","Australia",11,1973,13.19,13.19
"2727","Equatorial Guinea",11,1973,0,0
"2728","Poland",11,1973,8.67,8.67
"2729","Denmark",12,1973,10.89,10.89
"2730","Uruguay",12,1973,6.73,6.73
"2731","New Zealand",13,1973,12.81,12.81
"2732","United Arab Emirates",13,1973,9.27,9.27
"2733","Greece",14,1973,10.67,10.67
"2734","Kazakhstan",14,1973,0,0
"2735","Niue",14,1973,0,0
"2736","Paraguay",14,1973,4.46,4.46
"2737","Zambia",16,1973,9.95,9.95
"2738","United Kingdom of Great Britain and Northern Ireland",17,1973,10.04,10.04
"2739","Nigeria",18,1973,6.23,6.23
"2740","South Africa",18,1973,8.17,8.17
"2741","Haiti",19,1973,6.31,6.31
"2742","Sao Tome and Principe",19,1973,5,5
"2743","Burundi",20,1973,8.45,8.45
"2744","Eswatini",20,1973,11.37,11.37
"2745","Netherlands",20,1973,9.77,9.77
"2746","Dominica",21,1973,0,0
"2747","Grenada",21,1973,0,0
"2748","Canada",22,1973,8.83,8.83
"2749","Saint Kitts and Nevis",24,1973,4.24,4.24
"2750","Serbia",24,1973,0,0
"2751","Guyana",25,1973,3.14,3.14
"2752","Peru",25,1973,6.54,6.54
"2753","Austria",1,1972,14.2,14.2
"2754","Croatia",1,1972,0,0
"2755","Estonia",1,1972,0,0
"2756","France",1,1972,21.2,21.2
"2757","Hungary",1,1972,12.73,12.73
"2758","Ireland",1,1972,12,12
"2759","Portugal",1,1972,16.18,16.18
"2760","Republic of Moldova",1,1972,0,0
"2761","Slovenia",1,1972,0,0
"2762","Belarus",2,1972,0,0
"2763","Cook Islands",2,1972,0,0
"2764","Czechia",2,1972,12.66,12.66
"2765","Italy",2,1972,19.49,19.49
"2766","Lithuania",2,1972,0,0
"2767","Luxembourg",2,1972,18.73,18.73
"2768","Spain",2,1972,16.33,16.33
"2769","United States of America",2,1972,9.69,9.69
"2770","Belgium",3,1972,13,13
"2771","Saint Lucia",3,1972,10,10
"2772","Argentina",4,1972,16.12,16.12
"2773","Bahamas",4,1972,15.57,15.57
"2774","Germany",4,1972,16.25,16.25
"2775","Bulgaria",5,1972,9.18,9.18
"2776","Romania",5,1972,8.97,8.97
"2777","Gabon",6,1972,6.39,6.39
"2778","Republic of Korea",6,1972,15.17,15.17
"2779","Slovakia",6,1972,13.64,13.64
"2780","Switzerland",6,1972,15.02,15.02
"2781","Bosnia and Herzegovina",7,1972,0,0
"2782","Cyprus",7,1972,5.42,5.42
"2783","Rwanda",7,1972,7.13,7.13
"2784","Seychelles",7,1972,3.84,3.84
"2785","Latvia",8,1972,0,0
"2786","Uganda",8,1972,11.95,11.95
"2787","Chile",9,1972,12.8,12.8
"2788","Russian Federation",10,1972,8.16,8.16
"2789","Andorra",11,1972,0,0
"2790","Australia",11,1972,12.21,12.21
"2791","Equatorial Guinea",11,1972,0,0
"2792","Poland",11,1972,8.7,8.7
"2793","Denmark",12,1972,10.1,10.1
"2794","Uruguay",12,1972,6.61,6.61
"2795","New Zealand",13,1972,12.05,12.05
"2796","United Arab Emirates",13,1972,9.36,9.36
"2797","Greece",14,1972,10.43,10.43
"2798","Kazakhstan",14,1972,0,0
"2799","Niue",14,1972,0,0
"2800","Paraguay",14,1972,4.07,4.07
"2801","Zambia",16,1972,9.47,9.47
"2802","United Kingdom of Great Britain and Northern Ireland",17,1972,9.14,9.14
"2803","Nigeria",18,1972,5.08,5.08
"2804","South Africa",18,1972,7.52,7.52
"2805","Haiti",19,1972,6.15,6.15
"2806","Sao Tome and Principe",19,1972,7.32,7.32
"2807","Burundi",20,1972,7.41,7.41
"2808","Eswatini",20,1972,9.87,9.87
"2809","Netherlands",20,1972,8.76,8.76
"2810","Dominica",21,1972,0,0
"2811","Grenada",21,1972,0,0
"2812","Canada",22,1972,8.37,8.37
"2813","Saint Kitts and Nevis",24,1972,4.27,4.27
"2814","Serbia",24,1972,0,0
"2815","Guyana",25,1972,3.03,3.03
"2816","Peru",25,1972,6.19,6.19
"2817","Austria",1,1971,13.6,13.6
"2818","Croatia",1,1971,0,0
"2819","Estonia",1,1971,0,0
"2820","France",1,1971,21.44,21.44
"2821","Hungary",1,1971,12.79,12.79
"2822","Ireland",1,1971,11.13,11.13
"2823","Portugal",1,1971,15.95,15.95
"2824","Republic of Moldova",1,1971,0,0
"2825","Slovenia",1,1971,0,0
"2826","Belarus",2,1971,0,0
"2827","Cook Islands",2,1971,0,0
"2828","Czechia",2,1971,11.57,11.57
"2829","Italy",2,1971,19.56,19.56
"2830","Lithuania",2,1971,0,0
"2831","Luxembourg",2,1971,18.99,18.99
"2832","Spain",2,1971,15.11,15.11
"2833","United States of America",2,1971,9.77,9.77
"2834","Belgium",3,1971,12.62,12.62
"2835","Saint Lucia",3,1971,10.84,10.84
"2836","Argentina",4,1971,17.02,17.02
"2837","Bahamas",4,1971,16.23,16.23
"2838","Germany",4,1971,16.54,16.54
"2839","Bulgaria",5,1971,8.88,8.88
"2840","Romania",5,1971,8.82,8.82
"2841","Gabon",6,1971,6.17,6.17
"2842","Republic of Korea",6,1971,14.43,14.43
"2843","Slovakia",6,1971,14.25,14.25
"2844","Switzerland",6,1971,14.77,14.77
"2845","Bosnia and Herzegovina",7,1971,0,0
"2846","Cyprus",7,1971,5,5
"2847","Rwanda",7,1971,7.32,7.32
"2848","Seychelles",7,1971,3.89,3.89
"2849","Latvia",8,1971,0,0
"2850","Uganda",8,1971,12.86,12.86
"2851","Chile",9,1971,11.61,11.61
"2852","Russian Federation",10,1971,8.5,8.5
"2853","Andorra",11,1971,0,0
"2854","Australia",11,1971,11.69,11.69
"2855","Equatorial Guinea",11,1971,0,0
"2856","Poland",11,1971,8.03,8.03
"2857","Denmark",12,1971,9.4,9.4
"2858","Uruguay",12,1971,6.77,6.77
"2859","New Zealand",13,1971,11.75,11.75
"2860","United Arab Emirates",13,1971,0,0
"2861","Greece",14,1971,10.39,10.39
"2862","Kazakhstan",14,1971,0,0
"2863","Niue",14,1971,0,0
"2864","Paraguay",14,1971,4.06,4.06
"2865","Zambia",16,1971,8.17,8.17
"2866","United Kingdom of Great Britain and Northern Ireland",17,1971,8.83,8.83
"2867","Nigeria",18,1971,5.01,5.01
"2868","South Africa",18,1971,7.31,7.31
"2869","Haiti",19,1971,6.12,6.12
"2870","Sao Tome and Principe",19,1971,7.69,7.69
"2871","Burundi",20,1971,8.1,8.1
"2872","Eswatini",20,1971,10.7,10.7
"2873","Netherlands",20,1971,8.09,8.09
"2874","Dominica",21,1971,0,0
"2875","Grenada",21,1971,0,0
"2876","Canada",22,1971,7.85,7.85
"2877","Saint Kitts and Nevis",24,1971,4.44,4.44
"2878","Serbia",24,1971,0,0
"2879","Guyana",25,1971,3.53,3.53
"2880","Peru",25,1971,6.52,6.52
"2881","Austria",1,1970,13.4,13.4
"2882","Croatia",1,1970,0,0
"2883","Estonia",1,1970,0,0
"2884","France",1,1970,21.77,21.77
"2885","Hungary",1,1970,12.4,12.4
"2886","Ireland",1,1970,10.58,10.58
"2887","Portugal",1,1970,19.89,19.89
"2888","Republic of Moldova",1,1970,0,0
"2889","Slovenia",1,1970,0,0
"2890","Belarus",2,1970,0,0
"2891","Cook Islands",2,1970,0,0
"2892","Czechia",2,1970,11.9,11.9
"2893","Italy",2,1970,19.72,19.72
"2894","Lithuania",2,1970,0,0
"2895","Luxembourg",2,1970,18.65,18.65
"2896","Spain",2,1970,15.25,15.25
"2897","United States of America",2,1970,9.54,9.54
"2898","Belgium",3,1970,12.43,12.43
"2899","Saint Lucia",3,1970,9.46,9.46
"2900","Argentina",4,1970,18.41,18.41
"2901","Bahamas",4,1970,15.98,15.98
"2902","Germany",4,1970,15.53,15.53
"2903","Bulgaria",5,1970,8.44,8.44
"2904","Romania",5,1970,8.55,8.55
"2905","Gabon",6,1970,5.96,5.96
"2906","Republic of Korea",6,1970,11.25,11.25
"2907","Slovakia",6,1970,12.71,12.71
"2908","Switzerland",6,1970,14.79,14.79
"2909","Bosnia and Herzegovina",7,1970,0,0
"2910","Cyprus",7,1970,4.76,4.76
"2911","Rwanda",7,1970,7.31,7.31
"2912","Seychelles",7,1970,3.75,3.75
"2913","Latvia",8,1970,0,0
"2914","Uganda",8,1970,12.43,12.43
"2915","Chile",9,1970,9.2,9.2
"2916","Russian Federation",10,1970,8.63,8.63
"2917","Andorra",11,1970,0,0
"2918","Australia",11,1970,11.62,11.62
"2919","Equatorial Guinea",11,1970,0,0
"2920","Poland",11,1970,7.62,7.62
"2921","Denmark",12,1970,9.58,9.58
"2922","Uruguay",12,1970,6.34,6.34
"2923","New Zealand",13,1970,11.18,11.18
"2924","United Arab Emirates",13,1970,0,0
"2925","Greece",14,1970,10.33,10.33
"2926","Kazakhstan",14,1970,0,0
"2927","Niue",14,1970,0,0
"2928","Paraguay",14,1970,4.48,4.48
"2929","Zambia",16,1970,8.09,8.09
"2930","United Kingdom of Great Britain and Northern Ireland",17,1970,8.46,8.46
"2931","Nigeria",18,1970,4.96,4.96
"2932","South Africa",18,1970,7.36,7.36
"2933","Haiti",19,1970,6.09,6.09
"2934","Sao Tome and Principe",19,1970,8.22,8.22
"2935","Burundi",20,1970,8,8
"2936","Eswatini",20,1970,8.66,8.66
"2937","Netherlands",20,1970,7.54,7.54
"2938","Dominica",21,1970,0,0
"2939","Grenada",21,1970,0,0
"2940","Canada",22,1970,7.48,7.48
"2941","Saint Kitts and Nevis",24,1970,4.67,4.67
"2942","Serbia",24,1970,0,0
"2943","Guyana",25,1970,2.83,2.83
"2944","Peru",25,1970,6.14,6.14
"2945","Austria",1,1969,13,13
"2946","Croatia",1,1969,0,0
"2947","Estonia",1,1969,0,0
"2948","France",1,1969,22.15,22.15
"2949","Hungary",1,1969,11.77,11.77
"2950","Ireland",1,1969,9.17,9.17
"2951","Portugal",1,1969,13.99,13.99
"2952","Republic of Moldova",1,1969,0,0
"2953","Slovenia",1,1969,0,0
"2954","Belarus",2,1969,0,0
"2955","Cook Islands",2,1969,0,0
"2956","Czechia",2,1969,11.42,11.42
"2957","Italy",2,1969,19.73,19.73
"2958","Lithuania",2,1969,0,0
"2959","Luxembourg",2,1969,18.56,18.56
"2960","Spain",2,1969,15.22,15.22
"2961","United States of America",2,1969,9.5,9.5
"2962","Belgium",3,1969,11.46,11.46
"2963","Saint Lucia",3,1969,8.82,8.82
"2964","Argentina",4,1969,17.84,17.84
"2965","Bahamas",4,1969,16.01,16.01
"2966","Germany",4,1969,14.98,14.98
"2967","Bulgaria",5,1969,8.71,8.71
"2968","Romania",5,1969,8,8
"2969","Gabon",6,1969,5.86,5.86
"2970","Republic of Korea",6,1969,9.37,9.37
"2971","Slovakia",6,1969,12.05,12.05
"2972","Switzerland",6,1969,14.65,14.65
"2973","Bosnia and Herzegovina",7,1969,0,0
"2974","Cyprus",7,1969,4.75,4.75
"2975","Rwanda",7,1969,7.27,7.27
"2976","Seychelles",7,1969,3.06,3.06
"2977","Latvia",8,1969,0,0
"2978","Uganda",8,1969,10.09,10.09
"2979","Chile",9,1969,9.09,9.09
"2980","Russian Federation",10,1969,8.45,8.45
"2981","Andorra",11,1969,0,0
"2982","Australia",11,1969,11.49,11.49
"2983","Equatorial Guinea",11,1969,0,0
"2984","Poland",11,1969,7.64,7.64
"2985","Denmark",12,1969,8.86,8.86
"2986","Uruguay",12,1969,6.36,6.36
"2987","New Zealand",13,1969,10.61,10.61
"2988","United Arab Emirates",13,1969,0,0
"2989","Greece",14,1969,10.18,10.18
"2990","Kazakhstan",14,1969,0,0
"2991","Niue",14,1969,0,0
"2992","Paraguay",14,1969,4.38,4.38
"2993","Zambia",16,1969,8.25,8.25
"2994","United Kingdom of Great Britain and Northern Ireland",17,1969,8.11,8.11
"2995","Nigeria",18,1969,4.25,4.25
"2996","South Africa",18,1969,7.16,7.16
"2997","Haiti",19,1969,5.92,5.92
"2998","Sao Tome and Principe",19,1969,9.67,9.67
"2999","Burundi",20,1969,7.94,7.94
"3000","Eswatini",20,1969,7.46,7.46
"3001","Netherlands",20,1969,6.9,6.9
"3002","Dominica",21,1969,0,0
"3003","Grenada",21,1969,0,0
"3004","Canada",22,1969,7.16,7.16
"3005","Saint Kitts and Nevis",24,1969,3.95,3.95
"3006","Serbia",24,1969,0,0
"3007","Guyana",25,1969,2.62,2.62
"3008","Peru",25,1969,6.14,6.14
"3009","Austria",1,1968,13.2,13.2
"3010","Croatia",1,1968,0,0
"3011","Estonia",1,1968,0,0
"3012","France",1,1968,22.48,22.48
"3013","Hungary",1,1968,10.64,10.64
"3014","Ireland",1,1968,8.77,8.77
"3015","Portugal",1,1968,18.32,18.32
"3016","Republic of Moldova",1,1968,0,0
"3017","Slovenia",1,1968,0,0
"3018","Belarus",2,1968,0,0
"3019","Cook Islands",2,1968,0,0
"3020","Czechia",2,1968,10.61,10.61
"3021","Italy",2,1968,19.71,19.71
"3022","Lithuania",2,1968,0,0
"3023","Luxembourg",2,1968,18.26,18.26
"3024","Spain",2,1968,14.91,14.91
"3025","United States of America",2,1968,9.27,9.27
"3026","Belgium",3,1968,11.15,11.15
"3027","Saint Lucia",3,1968,8.28,8.28
"3028","Argentina",4,1968,17.65,17.65
"3029","Bahamas",4,1968,15.14,15.14
"3030","Germany",4,1968,14.04,14.04
"3031","Bulgaria",5,1968,9.01,9.01
"3032","Romania",5,1968,7.66,7.66
"3033","Gabon",6,1968,5.73,5.73
"3034","Republic of Korea",6,1968,8.44,8.44
"3035","Slovakia",6,1968,11.16,11.16
"3036","Switzerland",6,1968,14.23,14.23
"3037","Bosnia and Herzegovina",7,1968,0,0
"3038","Cyprus",7,1968,4.75,4.75
"3039","Rwanda",7,1968,7.54,7.54
"3040","Seychelles",7,1968,2.38,2.38
"3041","Latvia",8,1968,0,0
"3042","Uganda",8,1968,9.95,9.95
"3043","Chile",9,1968,11.6,11.6
"3044","Russian Federation",10,1968,7.83,7.83
"3045","Andorra",11,1968,0,0
"3046","Australia",11,1968,11.03,11.03
"3047","Equatorial Guinea",11,1968,0,0
"3048","Poland",11,1968,7.41,7.41
"3049","Denmark",12,1968,8.06,8.06
"3050","Uruguay",12,1968,6.22,6.22
"3051","New Zealand",13,1968,10.39,10.39
"3052","United Arab Emirates",13,1968,0,0
"3053","Greece",14,1968,10.15,10.15
"3054","Kazakhstan",14,1968,0,0
"3055","Niue",14,1968,0,0
"3056","Paraguay",14,1968,3.62,3.62
"3057","Zambia",16,1968,8.54,8.54
"3058","United Kingdom of Great Britain and Northern Ireland",17,1968,7.91,7.91
"3059","Nigeria",18,1968,4.25,4.25
"3060","South Africa",18,1968,6.91,6.91
"3061","Haiti",19,1968,5.75,5.75
"3062","Sao Tome and Principe",19,1968,9.42,9.42
"3063","Burundi",20,1968,8.13,8.13
"3064","Eswatini",20,1968,6.75,6.75
"3065","Netherlands",20,1968,6.22,6.22
"3066","Dominica",21,1968,0,0
"3067","Grenada",21,1968,0,0
"3068","Canada",22,1968,7.21,7.21
"3069","Saint Kitts and Nevis",24,1968,3.76,3.76
"3070","Serbia",24,1968,0,0
"3071","Guyana",25,1968,2.8,2.8
"3072","Peru",25,1968,6.46,6.46
"3073","Austria",1,1967,13.1,13.1
"3074","Croatia",1,1967,0,0
"3075","Estonia",1,1967,0,0
"3076","France",1,1967,23.05,23.05
"3077","Hungary",1,1967,10.42,10.42
"3078","Ireland",1,1967,8.02,8.02
"3079","Portugal",1,1967,17.03,17.03
"3080","Republic of Moldova",1,1967,0,0
"3081","Slovenia",1,1967,0,0
"3082","Belarus",2,1967,0,0
"3083","Cook Islands",2,1967,0,0
"3084","Czechia",2,1967,10.64,10.64
"3085","Italy",2,1967,19.01,19.01
"3086","Lithuania",2,1967,0,0
"3087","Luxembourg",2,1967,18.28,18.28
"3088","Spain",2,1967,14.54,14.54
"3089","United States of America",2,1967,8.97,8.97
"3090","Belgium",3,1967,10.73,10.73
"3091","Saint Lucia",3,1967,7.68,7.68
"3092","Argentina",4,1967,16.97,16.97
"3093","Bahamas",4,1967,14.67,14.67
"3094","Germany",4,1967,13.51,13.51
"3095","Bulgaria",5,1967,7.84,7.84
"3096","Romania",5,1967,7.12,7.12
"3097","Gabon",6,1967,6.85,6.85
"3098","Republic of Korea",6,1967,8.89,8.89
"3099","Slovakia",6,1967,10.81,10.81
"3100","Switzerland",6,1967,14.19,14.19
"3101","Bosnia and Herzegovina",7,1967,0,0
"3102","Cyprus",7,1967,5.18,5.18
"3103","Rwanda",7,1967,7.51,7.51
"3104","Seychelles",7,1967,2.41,2.41
"3105","Latvia",8,1967,0,0
"3106","Uganda",8,1967,9.58,9.58
"3107","Chile",9,1967,11.4,11.4
"3108","Russian Federation",10,1967,7.45,7.45
"3109","Andorra",11,1967,0,0
"3110","Australia",11,1967,10.72,10.72
"3111","Equatorial Guinea",11,1967,0,0
"3112","Poland",11,1967,6.94,6.94
"3113","Denmark",12,1967,7.89,7.89
"3114","Uruguay",12,1967,5.79,5.79
"3115","New Zealand",13,1967,10.54,10.54
"3116","United Arab Emirates",13,1967,0,0
"3117","Greece",14,1967,10.09,10.09
"3118","Kazakhstan",14,1967,0,0
"3119","Niue",14,1967,0,0
"3120","Paraguay",14,1967,4.07,4.07
"3121","Zambia",16,1967,9.08,9.08
"3122","United Kingdom of Great Britain and Northern Ireland",17,1967,7.68,7.68
"3123","Nigeria",18,1967,4.24,4.24
"3124","South Africa",18,1967,6.73,6.73
"3125","Haiti",19,1967,5.5,5.5
"3126","Sao Tome and Principe",19,1967,7.77,7.77
"3127","Burundi",20,1967,8.14,8.14
"3128","Eswatini",20,1967,6.26,6.26
"3129","Netherlands",20,1967,5.98,5.98
"3130","Dominica",21,1967,0,0
"3131","Grenada",21,1967,0,0
"3132","Canada",22,1967,6.97,6.97
"3133","Saint Kitts and Nevis",24,1967,4.32,4.32
"3134","Serbia",24,1967,0,0
"3135","Guyana",25,1967,3.43,3.43
"3136","Peru",25,1967,5.93,5.93
"3137","Austria",1,1966,12.4,12.4
"3138","Croatia",1,1966,0,0
"3139","Estonia",1,1966,0,0
"3140","France",1,1966,23.32,23.32
"3141","Hungary",1,1966,9.58,9.58
"3142","Ireland",1,1966,7.87,7.87
"3143","Portugal",1,1966,16.9,16.9
